,artist,name,id,album,album_id,album_year,track,track_id
282,서태지와 아이들,엘키즈 동요,7Gz1qSQRa5IEohyzhplWVT,우주최강 인기동요 베스트 100,56fh4ww7FNoev8qpCUS9y9,2019-04-19,nan,nan
283,서태지와 아이들,어린이동요,79AyTDokb16c6uP10D1zcP,"유아동요 신나는 동요 베스트100 (태교,자장가)",3DbY4NXfdg1AkYQ9GtVJJh,2017-11-17,코끼리,48z2EIk9Hm1vmjUi64gsJ0
284,서태지와 아이들,서우석,2IYwDTixu77668GggpmRXP,nan,nan,nan,nan,nan
285,서태지와 아이들,Towner & Town Chief,3Qm5uwdUYz6Bz64XOqsiYD,푸른 돛,5ka1jbuOzofnAJUs5p02SQ,2018-04-03,푸른 돛,0dMYAnaq8K6UlQLJXqoZGV
286,서후,Seo Hoo,4jYhOE4rUA9dZq38GgQCxb,nan,nan,nan,nan,nan
287,서후,서후,2nNZLRtn9tnEqh49cDLjmJ,이것이 인생,3aIHTL8JSOtpEexBceV4Xg,2012-10-30,이것이 인생,3TcVLiLSFijONRJHHAVV8d
288,서후,Seohu,5xkGaJr7iMdwpsJdbSyVXq,Butterfly,313LF5pMUP189WltitFkyW,2023-07-25,Butterfly,1Z1QEp0fNspohyHYDyh4lY
289,성시경,Sung Si Kyung,7jFUYMpMUBDL4JQtMZ5ilc,Sung Si Kyung 8th Album [ㅅ(Siot)],5fsoVsbW2EvwhCqpEHDvdi,2021-05-21,And we go,0FvQZmZnr1cfIfWwQmdNSU
290,성시경,Naul,22oiFjlZPKJ1XphV2et1u1,Sound Doctrine,14zfWfGYccO3Nlu7ZRzi4T,2018-03-28,nan,nan
291,성시경,성시경,3I1OkA7JgZhI7qt3GXij8i,nan,nan,nan,nan,nan
292,성시경,Kim Dong Ryul,3zYyfrb4r6ZHI5Di0rB9bV,Monologue remastered,7Flva1p9NgiSfUbO3uHuJ8,2021-09-28,nan,nan
293,성시경,Sung Si KyungI.U,5VxRb9n9oNi4reIgtoES9T,It's you,4gPPsga0kCleWyyT79EoKv,2010-09-28,nan,nan
294,성시경,Yoon Jong Shin,0hW1muryuCdZLfjoLrUhnw,가을 냄새,2swiWjcR6NOUHQO8gWobdu,2023-04-16,nan,nan
295,성시경,Lee Juck,0pfVDTchnVMBTzGylIuJNa,Trace,2U7ymBwDYD9MisdhuSQbsk,2020-11-11,Water,5Z3RG0NV7wTivlz71szjce
296,소녀시대,Girls' Generation,0Sadg1vgvaPqGTOjxu0N6c,FOREVER 1 - The 7th Album,3CcgnUkTrUaPTt4Ms1MkoP,2022-08-05,FOREVER 1,1oen3GpTcA486fTHaT7neg
297,소녀시대,TAEYEON,3qNVuliS40BLgXGxhdBdqu,INVU - The 3rd Album,7i2YLTVQ0dyngRuUqtGmr9,2022-02-14,INVU,7rXcCpIAoOUCydkVDMcoPV
298,소녀시대,Girls' Generation-TTS,7AKHnZVqwXYuUwWJ8UGL5q,'Twinkle' Mini Album,0kRgg9fqMgIrzzzYNJrYuT,2012-04-30,Twinkle,6LeH7ExfGkYevlBGHiqRyf
299,소녀시대,BIGBANG,4Kxlr1PRlDKEB0ekOCyHgX,BIGBANG JAPAN DOME TOUR 2017 -LAST DANCE- : THE FINAL,2eIjByPSAvov7cdnzpohZB,2018-08-17,nan,nan
300,소녀시대,Girls' Generation-Oh!GG,1foL9hLC9M6U94dINtOYfb,Lil' Touch - The 1st Single,6369mPjmE105oD1ECF7WiA,2018-09-05,Lil’ Touch,4D5Ode2OfZMxIwQyvmhUe8
301,소녀시대,S.E.S.,61HUG80Xma4rnXsqfZkzeM,Remember - S.E.S. 20th Anniversary Special Album,4FLvD9YKu7oHMQ5HGFaToH,2017-01-02,Candy Lane,2vFLSuet3pPdFm3KW6cw9d
302,소녀시대,YURI,2TMRvcwsmvVhvuEbKVEbZe,"이별유예, 일주일 OST Part 1",44PyqebEkAgiIKg1ATHPrk,2021-01-28,이별 유예,4vMdAz1hFXP49kUNfMaoNM
303,소녀시대,소녀시대,5qVOb5okoRuIakDC5HQm2E,nan,nan,nan,nan,nan
304,소방차,소방차,7Igl7Z013nScGX1nXvbvoo,05 Man‘s Life,1plmauevHSnfWrNK8ufoba,2005-04-15,어젯밤 이야기,0VxT9Md7bl1ExC1p7YnnDx
305,소방차,Sobangcha,6jcBlZhnx4a1V47kkhRIuk,I Want to Love/Just a Little Heart,22kFmjdbBPjo7LyDFrdruP,1989-08-01,I Want to Love,6vaCR6JoAuiC65CsuJddJk
306,손지창,손지창,3R6ZSiImdD3ynL36uaCwff,nan,nan,nan,nan,nan
307,손지창,Son Jichang,6lJDy38VS1XWktdlnP4nkr,Son Jichang V2,6auJkkUN9sIHlIZ1B1RqkA,1993-11-06,A Trial,78wSzoECRxUmJrzXLP3XOE
308,솔리드,Solid,5QxwwdnZNkIl7AyFEPZxX5,Into the Light,3zx7uivDY6DW2UrvPs9wua,2018-03-22,1996,1DheaCmQq7Sne6GmFn6Lyy
309,솔리드,솔리드,09GuKpcIF4N8PBFZfixJRc,nan,nan,nan,nan,nan
310,솔리드,Seo Taiji and Boys,52Gsa9Zypqztm2DeNkQfCm,Seotaiji and Boys IV,17FtUIvYCpYLApXSbqRIHm,1995-10-05,nan,nan
311,신승훈,Shin Seung Hun,4xgRWQOK2y3pGRFtmWNjyw,MY PERSONAS,583QZf9mllCVoqqcw2PAKY,2020-04-08,nan,nan
312,신승훈,Sung Si Kyung,7jFUYMpMUBDL4JQtMZ5ilc,Sung Si Kyung 8th Album [ㅅ(Siot)],5fsoVsbW2EvwhCqpEHDvdi,2021-05-21,And we go,0FvQZmZnr1cfIfWwQmdNSU
313,신승훈,신승훈,5LdQSB4J6OpUJbPHvoJD2O,nan,nan,nan,nan,nan
314,신승훈,Lee Juck,0pfVDTchnVMBTzGylIuJNa,Trace,2U7ymBwDYD9MisdhuSQbsk,2020-11-11,Water,5Z3RG0NV7wTivlz71szjce
315,신승훈,XXIN,4qHQ3j6CoMCvSAc7DeWrPS,DON'T TOUCH ME,7LPFPZ7LVV448cMhMxZOtA,2020-11-09,DON'T TOUCH ME,6k1hBhVrVaAEcGZQFgUQfc
316,신승훈,Kim Gun Mo,7ueOlHsDGBjqZfjpDj4oJO,자서전,6ZMYftyo2SwpAqKxiHKCX9,2011-09-27,More Sorrow Than Yesterday/ Sadder Than Yesterday,6MnfsdCnUcLTp2mFN2c9va
317,신승훈,Sin Seunghoon,6ib7hsdxymRjFmNUMkInSp,너를 보낸다 (Robin Project X 신승훈 작가 Part.1),0v7P6jcpTqv8oeQ1C8TZ3V,2021-10-30,너를 보낸다,4Yg1WXDOd4QR3b2oW2N7u3
318,신승훈,Lim Jae Beum,7cYFopPCh8aSpBHANLgLaV,"Seven,",50ypPSIjofQu7iEkA4ILTr,2022-10-05,위로,666Lf7IZkTQs6L368RNimD
319,신승훈,AILEE,3uGFTJ7JMllvhgGpumieHF,I'M LOVIN' AMY,1N3ZneaWp9SVREC9JSgsia,2022-03-07,nan,nan
320,신승훈,J.Y. Park,1TTx0YcbKUtJIZY1HEnh9B,Back To Stage,41h8n1l24t2dq0N2e5lsll,2007-11-16,nan,nan
321,신지,Shin Ji Hoon,0RpcAXbMHCcEEurjyHvuyg,stars and memories and poetry,6ow1N25ns0kjoNm9S32BuJ,2022-05-01,twenty-one fifteen,2u1UBXv3k8tOo5Pn4NuhfJ
322,신지,신지원,6MAquLyn1cerW7s4Py12hK,nan,nan,nan,nan,nan
323,신지,SHIN JI,2IH8MlC1KVWJ2HejBmPmZi,Longtime Love,3MZX6IV0C7Q8Otcks6idQp,2023-11-20,Longtime Love,1x9PzOqOlM7k8rgZyYBTxh
324,신지,신지,0dzMlkHGw4gBU3x5ulh52c,Fantastic Duo Part.18,4j687jbDQaEHZhUHWZqRRp,2016-10-09,비몽,0DWhMVh55w8vJ4hxVkLOBz
325,신지,SHIN JIMIN,0bxSJJ7V2M4Zb9lpRzWPD8,Twinkle Little Star,13iOYV3PgPYXqWEisg08fI,2023-12-11,nan,nan
326,신지,신지,4IyrwYC07IS3tOroXVK1zs,1st Album,5Q1t0fN8OmP6xnJ6J3gmKT,2008-07-17,해뜰날 (feat. 마이티 마우스),26YCu8HQRpzsgwXullVyiv
327,신지,KOYOTE,3Xp2BCax4mS6EgstD0OyZR,The Air,2tQ6lw1DmUIIOTz3yHeom5,2019-12-20,nan,nan
328,신지,Shin Ji Su,1drvZISfr1aVVPStZYhshk,New day,2RqCmTkI8L7iGeYvGrsepn,2014-11-25,New day,2HitIikTPxtUhHlXTIrFme
329,신지,Shin Jiho,2wCm1LEvFjAxIJ3biofrzP,"I'M PURPLE, SHIN JIHO",3G1TQwZskIIvRc94yvpkms,2020-12-30,A Tempo (The Prologue),4eybhGLlldecdEdHkym9WO
330,신지,Shin Ji Hyun,68Dr23nWlJ4CxITZacuJQt,I thought you'd be different,2fz5KBW5s2z6lk5sz1ie9j,2023-10-03,I thought you'd be different,6FCEXCA7E403m5WZwJLkL6
331,신해철,Shin Hae Chul,0X7uU5t8s4p9vXE4PjPvfn,Shin Haechul 30th Anniversary 'Ghost Touch',72TsaC0WLH6N58axonHSPL,2019-05-06,nan,nan
332,신해철,N.EX.T,1BvcPcQ3raChuHJcAJrvGy,넥스트 5.5집,5JlCKiLaaF0P0ny9QjlnXk,2006-02-28,아버지와나,4ga6fPHRcRg7Rkj4UpmrlN
333,신해철,김란영,1nJJqHbshokgvHSFwpo72l,트로트 연가,5z07h9am7PJbS6BOaUZKnx,2017-03-30,nan,nan
334,신해철,신해철,4W59V3WzzvKMEbbYNFHKCd,nan,nan,nan,nan,nan
335,신해철,Shin Hae Chul,6dUV7i6JAEnZMzjX3wmmSr,Cry OST (Soundtrack),6ZhvhpLcef9Whk26uUBAiC,2016-07-19,Cry,3xXpanqpiH68maFA8llj1J
336,씨야,SeeYa,3Mbxr8TL0Sny7dUNicKWm2,기생령 OST,6REYAAE1nKj3n9cpqRw55O,2011-08-01,Heaven,0WPFabAI2h9q3XAIpc4f7W
337,씨야,Gavy NJ,6Iyc2IvCGBNStXUmPa8hmu,SHE'S SO PRETTY,2c9WhlTKVDWzTIVaHKUebH,2012-11-23,nan,nan
338,씨야,유진 Of 더 씨야,3CyMjXVGlYJNMmtswdmLsp,nan,nan,nan,nan,nan
339,씨야,씨야,5S3FgjJfEUmrrw51tXFKtH,바보 (All Star 2집 Vol.4),0sWWcoJB2qqWby3doaKJfW,2008-03-20,바보,3YAlXRHFWefQZFBWHq2mOv
340,씨야,Kim Yeonji,220c8fiYAk89nqAgw4x4z4,"Little Star (from ""A Good Day to be a Dog"" Original Television Sountrack, Pt. 5)",4ilCXIkWkxTLzfCxjxSDp9,2023-12-06,Little Star,6YPYxVy3rjPaqsf9YgXfXS
341,씨야,BUZZ,4SdXXEHKFa5NSoh10QxeN2,Memorize,3wfocJUVDxYieCYc0w1Scj,2014-11-26,nan,nan
342,씨야,SG Wannabe,2c3IakpImjWyeXNvyyGsdn,Do You Remember,6Uv0YkRoThmA58sM6rpFIN,2021-05-07,nan,nan
343,씨야,LeeBoram (seeya),1ZMb9j2ssGDvUY2ZcwWijW,White Christmas,2zxcBkQRkiHohhsc3yLJCR,2022-12-18,White Christmas,7fBkbMzxZ4XQvCrLRVuR6O
344,씨야,SISTAR,2wTLheTmMcFCA4hdY8hZJP,Give It To Me (2),1nErNFyYvHnuCYvfwrMyoz,2013-06-11,Miss Sistar,421DJD7d8enZ4XIeE13pia
345,씨야,The Seeya,1dGxm9enIVo5P1W7gKyic0,LOVE U,3YpQFkiOaeVtWxCfZ3t0sB,2012-12-06,독약 (feat. 이해리),5Rt7rOmCTFchAtKEmvIE3k
346,아웃사이더,Outsider,1i4Y4WlFFetQV14Z8UDdvr,Pyhän tikarin veljeskunta,3JdVx31s8rra4ku5DaHO9q,2021-04-07,nan,nan
347,아웃사이더,아웃사이더,1JBiF50Cw8XUN1xyUAknN4,nan,nan,nan,nan,nan
348,아웃사이더,Outsider,6gCqccWKW7jBbZ7BSPzJIR,Double Eagle,6bhLak1a4lb8zL1GdkhAqC,2011-08-08,I'm Ready,7dD4TsPLBrQfjy9bYilhEa
349,아웃사이더,OutSideR,0uKaYhSeoyBmufQPZNo6a9,Just Good,16iQGq0AEwiUDa3i1IOQmZ,2021-04-03,Just Good,7DW6IXzbxoeJSNjZ7lb96H
350,아웃사이더,Outsider,1OxasQc2x1ifFtWyNf58K2,연인과의 거리3,5kgwPwcdfEJLAESygBPubA,2021-04-16,연인과의 거리3,6oDd6WiNTzGSRqcWte4wHD
351,안재욱,안재욱,4nCueftPBFcrvisAIg39T7,안재욱 4집(Reds In Anjaewook 4),3Iqi6BeejvMv1z95bRIWjE,2003-03-17,Dear,507AYx0CwQSwrt3qJ0hZee
352,안재욱,An Jaewook,72EqSSb2Uy5ntxNNcjYOGb,Forever,7lT9R00NQVx6CtKBAz0mzn,1997-04-24,Prologue,5RNFmWvXqCKIv914NtufWZ
353,안재욱,Ahn Jae Wook,291DmityyNlW5Brufhh66P,One Fine Day - 새삼스럽게,40rhMK8uudSH75XUj1Hpa7,2015-02-24,nan,nan
354,안재욱,Ahn Jea Wook,0w8On0odBKjUJtMhMTLbsZ,Reds In Anjaewook 4,550a2KuSJ1d24Zlv0C33w0,2003-03-17,Dear,3B61WjWzcGGXw3FEenR489
355,안재욱,Ahn Jea Wook,3x0zkVVq68M5WZAsgHiiNc,2nd mini album 사랑에 살다,1etDR61jWOeStdfEpipZa7,2009-08-05,사랑이 사랑을,4sgM3lCP2er0e57c3D0QbH
356,야다,야다,3YB77fanbqqyPS7NstYpOE,Aquamarine,7yfhXCOnFENmuvpxsKNpxu,2003-03-27,꿈이 아닐까,4i737xwCDJHBUQdhCtyZqV
357,야다,플라워,5sp44iOiTOC0lXmN8zMRaT,Bandlife,7lHhvMAK71MO4p94IZ5x3b,2001-08-30,드라이브,2iI5GpYJfL7jsRXPCUJIRz
358,야다,YADA,3hqrD2WfonDCMuXyfl0uTB,CRY BABY,6HyCDWuxW11CblNoqpiei8,2023-07-21,nan,nan
359,야다,Lim Changjung,4dB2XmMpzPxsMRnt62TbF5,Nothing special with the day,1Mf9oVTW5JMXBFrwWSRgFv,2021-11-01,Nothing special with the day,3OzKNwCd31dA57sWyF5uPQ
360,양파,Yangpa,05Tt2bRgkP3yY2TnpRMvpS,The Windows Of My Soul,606BZa2tirkJXRAEfOvmZu,2007-05-17,Marry Me,1tjlcmjgRKmJ1LUL55VTcp
361,양파,Park Hwayobi,5oihNt5Zntgh1XIsDqOGq5,8,08VgQuddbhZRBNwPkH5US0,2016-09-29,nan,nan
362,양파,yangpa,5Qr33OZrOzmTJwxpUVZI7m,Elegy Nouveau – 스페셜,095osdO8jZN8WzVAksad48,2011-03-28,너라면 좋겠어,2vy9OHz3vvPgTPR7BZtCR1
363,양파,Roo'RA,7bb3cdFh1kkHdopjeJRgca,Roo`ra Best Album,0Oo0yUuomioW1BfFs6tNMm,1997-04-01,반추(反芻),55RRW57MXWjvm4PvPSIWO3
364,양파,Yang Pa,0l4g4N9dWqFCgXaM0uDNRs,"Private Lives (Original Television Soundtrack, Pt. 2)",2B3ZxQ1g6Ytzg4HMegVLL7,2020-10-14,The Most Ordinary Day,4LNgwxppQZTzjQI60YLEwe
365,양파,KANGTA,5Bm6d9Fbsmln3CpXv8VrMG,Eyes On You - The 4th Album,4CFsmLIXA8NRSmcV4eyDcc,2022-09-07,Eyes On You,3yOyty5tQ3FDVZrIQJ1nbg
366,양파,Lee Eun Jin,0AUUjKxB1rZjgXSnIqigJJ,How,48v8FZIbxohntPoGU7kzSH,2021-01-27,How,4ySTqbZnZ1jfCRAeEFNNUB
367,양파,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,PITTA,1xPYTQxp6yojQqou0ShAJF,2011-05-19,nan,nan
368,양파,양파,0O7G46iYK16XrA5gsrBBMo,nan,nan,nan,nan,nan
369,양파,onion,4JDuEMip71EvVZbWqlKuFj,Perfume,5WUzvPwGX03JwMsmm3YXmZ,2001-03-30,Confession,76I27O3dtCAIGJz5WiBgJT
370,업타운,Uptown,2k9HHCIZFoVeZcImqhy0cL,Back II Analog,6FMPDAhMYT3zcRSLPxb4l6,2023-12-01,"Back ll Analog (Feat. Babylon, Lauren Evans)",4zeS6l3UbU27hp72Tg2q4o
371,업타운,Yoon Mirae,1Do4bSzfUl0KWL9r1fITu0,Gemini 2,7L6gqLdAo3t6DOJKiVInks,2018-07-05,nan,nan
372,업타운,업타운S,219ZunAmXIZOXSjOsf8xlC,nan,nan,nan,nan,nan
373,업타운,D.O,4X7RCrqaJpKMoeyeH5NPvj,Dry Season,5G6H8VfOznaBQORTLRGbOA,2023-08-14,Dry Season - Intro,7jAbpOafcD6omkXFQnnrWX
374,업타운,Uptown Voice,1GfxOPme6exbaG7kR0gcHE,I couldn`t speak,33hfrsh58Us1t5MMj8fKBU,2015-02-13,I couldn`t speak,30xpzVEPXhXq5Fj54QGG8F
375,영턱스클럽,YTC,6IbJD9PQK5n7etiYsu0fi7,Slap Shot,4YcxqPk0W3rvKXoC4b1Sl7,2008-06-12,nan,nan
376,영턱스클럽,Young Turks Club,0lXKrE7ysilQafwdYKwErN,Arise,49IKA3M3RE9msQxYoBQ8in,2011-04-15,Arise (Feat. Dustnn),0kTL56HMKh9js6kYlkLLbZ
377,올라이즈 밴드,Azure,7bZJrYTLIbVOyODMaD7rVz,galaxy,20xgWnVweQIJeO315KCeIj,2023-12-08,nan,nan
378,올라이즈 밴드,음찾사밴드,6uSlu2GkRzRZ6Lk3P8uLT3,그때 그 시절 추억 속으로… 8090 감성 발라드,79V3xEIoPjNE6NPvr19SJY,2023-10-13,인연 (영화 `왕의 남자`),1HlUqo43ZWHSV6PjBt7Izz
379,올라이즈 밴드,엘키즈 동요,7Gz1qSQRa5IEohyzhplWVT,우주최강 인기동요 베스트 100,56fh4ww7FNoev8qpCUS9y9,2019-04-19,nan,nan
380,올라이즈 밴드,Natsu,6dGOlA4GtIDnOgbmT2Q8Xq,Hometown,4zOoe50ym8IfhfjD6JWGr2,2021-06-11,nan,nan
381,올라이즈 밴드,BUZZ,4SdXXEHKFa5NSoh10QxeN2,Memorize,3wfocJUVDxYieCYc0w1Scj,2014-11-26,nan,nan
382,올라이즈 밴드,COOL,0w3PsroIezW7uRTNxEJLb9,COOL 11th,1MlY2GKEwQj0mCuK2PzSC7,2009-07-20,nan,nan
383,올라이즈 밴드,G.O.D.,3K5dZFupfkg0uhatEcQV2N,Limited,1oOXVmOTjJhgSkjkujzwL1,2021-12-15,Inside Your Mind,0DySsqmvqBcqJO7DkmFnwV
384,올라이즈 밴드,god,7h3uRR9CdZGjnAY9stn0es,Chapter 5 Letter,50TP0Mj8SX6qy13FbKfOCy,2002-12-27,이렇게 또,5YRc5idjz9YY3MQSKqjdk3
385,올라이즈 밴드,UP,1gjzJCtXM9MERO7IyUNLUN,Up Best + 1,4GLYKfL9bYnBy4IDmrjv92,1999-01-01,예감,1OUQRbjjdYeMW89GLmlIsA
386,올라이즈 밴드,플라워,5sp44iOiTOC0lXmN8zMRaT,Bandlife,7lHhvMAK71MO4p94IZ5x3b,2001-08-30,드라이브,2iI5GpYJfL7jsRXPCUJIRz
387,유영석,유영석,1tRbozvc5xJpOCdiKRfJYb,Falling in Love,1O6xxHzMWFVuTHKmOaj7QS,2001-06-01,Falling in love,3JkOjqhkTZkPjkdZ9YRQPU
388,유영석,You Young Suk,6Ya6UEdyBJXKxxtwaQGcby,First Emotion,0Syo67RqoVcdCSL1KOH6HX,2003,2 Years and 6 Months,5tQG2DIiflRI9f4OKvF9sm
389,유영석,Yoo Young Suk,2aeiPlXzUchzkv0LYrtI9E,First Emotion,46baBJAwpzcJOUTAh81LLl,2006-02-20,First Emotion,0qFM5D9MxqIS9zLczFfVTV
390,유피,UP,1gjzJCtXM9MERO7IyUNLUN,Up Best + 1,4GLYKfL9bYnBy4IDmrjv92,1999-01-01,예감,1OUQRbjjdYeMW89GLmlIsA
391,유피,YOUPIRI BAND,29oxPoMLjWHeZQtKg0kVJf,Look at Me,0Dk1M8PIahaViwh4Hx8h8r,2023-05-01,Doragee,4x99WBrbaKLRvM0U63rFza
392,육각수,육각수,5tget5S2469SOgZOA9Cqrn,육각수 3집(버텨!),4Y6ZzcM4D2RJrMcglVxa0l,2007-09-11,버텨,4Xg5D7cCvh62JyyeJcZoLV
393,육각수,Hexagonal Water,1mqQdnirBtCgfth6AP6KLK,흔들흔들,79eaceDQw1SDFQKKvlQ19q,2014-03-11,흔들흔들,196SeILnrmgsblAlyvvyI8
394,육각수,hexagonal band,7sNijp3AetNDAVhwePukEG,Couldn't Cry When She was Leaving,1JFygErj24DiGeS05VbMic,2003-09-01,Mister 1st Ver.,2ZVIm5GJiaHhPJnS0giYRW
395,육각수,Yukgaksu,4RTip4ZAGak5esbQJWidza,Be.Bop.Ba.Roola,2RG6N21ruUbVPOw4WS9sZ1,1997-07-21,Mr. 건망증,4Ace5QCETbuS0Q1DZTkifw
396,윤하,Younha,6GwM5CHqhWXzG3l5kzRSAS,YOUNHA Studio Live Album 'MINDSET',3pY7uXFrbq96BhWXcomLIi,2023-05-10,nan,nan
397,윤하,Yoon Han,7x2TQ2hsCj1I1eAWpgPlZF,European Fantasy,6aOld2FbAt4lGZ0UDmP3LX,2019-06-21,nan,nan
398,윤하,윤하,1l0kiEfFwzYLEBC861H0DR,Cinderella and four knights OST Part 5,5EDvkL1B3SSN9RaajemVgo,2016-09-02,I Believe,4Gv3fNhvs2YR0BB88uaV1s
399,윤하,DAVICHI,4z6yrDz5GfKXkeQZjOaZdq,&10,1LO8EUUBv1ZdacxIx1KoWF,2018-01-26,nan,nan
400,윤하,Younha,1EAWTuyrXQiybfqleROOmp,Queen Of Mystery 2 OST Part.5 (Soundtrack),5qCKaonsRnFPjv2FtHrDoM,2018-03-29,May melt,6HvMGYwPrqeUDfK7Y5J70b
401,윤하,Sung Si Kyung,7jFUYMpMUBDL4JQtMZ5ilc,Sung Si Kyung 8th Album [ㅅ(Siot)],5fsoVsbW2EvwhCqpEHDvdi,2021-05-21,And we go,0FvQZmZnr1cfIfWwQmdNSU
402,윤하,윤하린,2BGwvpDKYBtsFpUcL5eU4W,nan,nan,nan,nan,nan
403,윤하,Baek Ji Young,3l0MJ9LCiBlMyOMaz485Q5,PITTA,1xPYTQxp6yojQqou0ShAJF,2011-05-19,nan,nan
404,윤하,윤하랑,6QcnPD3XPFXJbQFphllQlu,안아줄게,4fGEBjduLVc1y0KS0vjdRf,2021-07-19,안아줄게,4CyaQ8fouiyVcFSYmiiYn5
405,윤하,IU,3HqSLMAZ3g3d5poNaI7GOU,IU 5th Album 'LILAC',01dPJcwyht77brL4JQiR8R,2021-03-25,LILAC,5xrtzzzikpG3BLbo4q1Yul
406,은휼,은휼,0uvN8HcsHeVVRdAuuSujJa,300-9,44L4fOjQqwf3zVes1r4QD7,2022-06-15,+1,4FlNbWtKD3DMmo0bq3EVzT
407,은휼,은휼 Eun Hyul,4vhjcEw4DVFCNy5OQmF6X1,nan,nan,nan,nan,nan
408,이루마,Yiruma,0fauHpmSHwodVYIjTqOGHz,SOLO,6B9JssCvQa6Z5RtcMQaK7n,2021-09-24,Sometimes Someone,3eTkGlxdDL66WJewOd7GP0
409,이루마,이루마 & 2FACE,2hqFyuUOjLCT7MPWkA15br,nan,nan,nan,nan,nan
410,이루마,Yiruma & Shin Yong Jae & MIIII & BIGTONE,6y8iMA9wxOe6tLUNTrqGfw,Global Project `Kiss The Rain`,43xbINqQaCuty0FBmHB3Jd,2012-01-28,Kiss The Rain,50EgvkWsWOKN7G70DXqn7f
411,이루마,이루마,79C63TMO9plsbPTTuEPhT6,nan,nan,nan,nan,nan
412,이루마,"김영민,이루마",3bE9FE6X115arDs7n9bwGi,nan,nan,nan,nan,nan
413,이문세,Lee Moon Sae,2eVlgLy3Aym09gM3dqx6cq,BETWEEN US,29Us1FFwxBny0K6B6izTxz,2018-10-22,nan,nan
414,이문세,Kim Kwang Seok,0Sr5L3iWPn0k6KnDr8RYS8,An Unsaid Story,3nnfqWu9dRylWcgYsF85Hm,2020-12-28,nan,nan
415,이문세,Lee Seung Chul,5Ecf8RR2UWFAvyeItabffF,Retro Night (Live),50JfuEiHdzI7gliX7Ohru8,2023-11-16,nan,nan
416,이문세,Yoo Jae-Ha,2Qrs21XiQMxkddRognIjGC,사랑하기 때문에 2014 Remastered Version,44a6hcyH9X7latO4hX5wC5,2014-01-27,우리들의 사랑,485iiSgNqcWyDRh4OnbaTE
417,이문세,Kim Gun Mo,7ueOlHsDGBjqZfjpDj4oJO,자서전,6ZMYftyo2SwpAqKxiHKCX9,2011-09-27,More Sorrow Than Yesterday/ Sadder Than Yesterday,6MnfsdCnUcLTp2mFN2c9va
418,이문세,Kim Dong Ryul,3zYyfrb4r6ZHI5Di0rB9bV,Monologue remastered,7Flva1p9NgiSfUbO3uHuJ8,2021-09-28,nan,nan
419,이상우,이상우,2p9c1SKG95v6V4eA3iu4IJ,부르면 눈물 먼저나는 이름,5Hf2z6NezPZWLErfV9Fdy0,1997-01-01,부르면 눈물 먼저 나는 이름,3J9Zfwf09tXQ5e2mn5zTtr
420,이상우,Lee Sang Woo,4lyIx7MHTtCk8c9EugtMKW,LEE SANG WOO Best,5uEwpUVdipJWtCxCx07i1z,1994-12-01,nan,nan
421,이소라,Lee So Ra,58BWh3yJrluDugLv0QF0eC,8,6CuUfBK2KSvL6X5I0Y0gps,2014-11-04,nan,nan
422,이소라,Kim Dong Ryul,3zYyfrb4r6ZHI5Di0rB9bV,Monologue remastered,7Flva1p9NgiSfUbO3uHuJ8,2021-09-28,nan,nan
423,이소라,So Ra Lee,4BhVX38JpACZ8feNQD8QIh,nan,nan,nan,nan,nan
424,이소라,Sunwoojunga,04L3elxyr0XFua2Ek3domW,Nothing Serious,5aSX6Isg7e4xCJ7lilMuXn,2021-12-09,nan,nan
425,이소라,Sora,2XMvtGzdacEnNy1e6z1snV,Mary's Song,0RoZh1airjh9ecnnx7mT7w,2022-03-29,Mary's Song,4v4hOLzBOD29QhcgmuyJsx
426,이소라,Kwon Jin Ah,0kRAVpQhUUArA8UnYwEdeZ,Shape of me,1GU9TwATIkJ6GpVqrtX2ju,2019-09-19,I got lucky,2xqZgDhbEzNIQGEz8HdrkJ
427,이소라,Sung Si Kyung,7jFUYMpMUBDL4JQtMZ5ilc,Sung Si Kyung 8th Album [ㅅ(Siot)],5fsoVsbW2EvwhCqpEHDvdi,2021-05-21,And we go,0FvQZmZnr1cfIfWwQmdNSU
